다아, 62, 156
라사, 64, 189
차타, 56, 158
다파, 80, 192
카사, 75, 147
라사, 62, 164
파자, 56, 147
나아, 45, 152
다다, 41, 158
차마, 43, 174
아자, 90, 147
라파, 92, 170
자하, 52, 165
마타, 68, 186
카파, 86, 173
다아, 89, 167
라사, 60, 147
라자, 68, 153
아자, 90, 185
다차, 90, 152
다타, 44, 166
차자, 90, 182
카하, 58, 143
나카, 98, 141
가바, 53, 161
아차, 81, 162
라파, 69, 192
다마, 59, 164
파나, 81, 164
마자, 86, 196
카다, 63, 168
바나, 71, 179
사파, 67, 195
사가, 83, 140
마카, 52, 161
하바, 90, 174
하카, 78, 155
가다, 42, 145
아마, 43, 193
바카, 58, 140
마파, 46, 169
가라, 70, 179
나바, 94, 194
다사, 69, 140
아차, 53, 187
다카, 85, 159
아라, 48, 180
마파, 62, 157
라사, 79, 182
타아, 92, 141
가차, 62, 176
타차, 87, 182
라가, 70, 171
파라, 60, 155
바타, 50, 174
차카, 46, 169
나하, 47, 178
바아, 84, 151
차하, 83, 185
아하, 51, 199
파자, 51, 152
파사, 41, 191
다파, 73, 195
타자, 78, 159
자차, 86, 189
바자, 93, 147
나파, 53, 177
마바, 66, 176
다나, 88, 146
차아, 66, 163
사자, 85, 165
사사, 89, 144
자나, 45, 148
나카, 40, 162
자자, 57, 141
마사, 79, 145
파하, 43, 194
라타, 55, 176
바자, 68, 159
아가, 63, 149
사타, 86, 144
바타, 67, 161
타하, 75, 168
라다, 96, 148
가아, 55, 187
나파, 46, 179
타타, 61, 163
차하, 82, 157
카사, 40, 173
마마, 57, 185
사라, 97, 174
타다, 40, 177
다라, 70, 159
바라, 88, 183
라가, 71, 155
자라, 90, 142
바하, 70, 176
사차, 71, 147
다카, 70, 191
사바, 45, 180
다차, 93, 180
자하, 69, 191
사사, 65, 141
파차, 65, 180
사가, 49, 164
마마, 68, 170
카카, 52, 151
사라, 97, 175
하카, 56, 197
라바, 83, 171
바파, 78, 160
바하, 69, 175
아아, 68, 160
파바, 49, 165
다마, 87, 143
아파, 60, 143
아가, 42, 149
하아, 61, 177
하카, 48, 142
마바, 48, 141
자자, 42, 176
자차, 52, 180
자사, 54, 191
사아, 75, 154
나나, 75, 199
사파, 66, 164
차카, 47, 169
바나, 43, 195
마자, 83, 160
라타, 65, 171
하차, 41, 180
다차, 86, 147
라바, 75, 161
자카, 46, 149
카라, 47, 195
차가, 98, 142
가나, 71, 144
다하, 83, 145
사자, 46, 181
사자, 51, 165
라차, 97, 165
다마, 78, 172
나가, 73, 177
가다, 80, 152
바라, 60, 142
아자, 78, 151
마파, 61, 172
차하, 42, 199
자파, 49, 146
자사, 84, 188
하차, 53, 192
타카, 82, 169
바바, 61, 180
마타, 43, 168
라다, 43, 197
라라, 78, 183
카나, 93, 153
자사, 52, 176
자파, 93, 168
차라, 54, 192
나자, 67, 184
타나, 76, 192
다나, 69, 189
다타, 70, 161
타자, 62, 152
라다, 51, 156
아나, 84, 176
파나, 48, 164
하사, 86, 144
파아, 91, 159
나나, 97, 144
다마, 89, 192
타가, 56, 178
차차, 45, 165
자바, 68, 183
마차, 48, 148
마파, 71, 169
타가, 78, 151
라나, 50, 187
아마, 79, 176
라하, 87, 156
아하, 83, 195
바라, 46, 191
하다, 92, 192
마라, 56, 152
바파, 48, 153
라차, 55, 192
카바, 53, 147
파바, 58, 167
타아, 86, 146
사자, 67, 188
라차, 84, 142
하차, 61, 170
아파, 95, 146
카나, 79, 162
파마, 70, 168
나가, 95, 167
가다, 85, 163
마다, 86, 149
자라, 83, 168
바마, 49, 186
파아, 54, 142
다사, 69, 142
라파, 73, 164
하타, 62, 153
사가, 53, 148
나마, 78, 158
아나, 98, 179
자하, 99, 166
마차, 74, 140
카가, 73, 141
카사, 96, 191
라다, 41, 178
가차, 50, 163
하가, 99, 150
하바, 98, 167
타파, 96, 183
타하, 53, 162
사자, 80, 157
라가, 42, 141
마차, 90, 148
다파, 50, 193
마타, 69, 159
자차, 91, 164
마차, 87, 173
마타, 58, 147
차차, 48, 146
하차, 68, 160
마하, 94, 145
파하, 47, 180
나타, 93, 168
타하, 59, 162
아사, 66, 169
다카, 64, 194
사다, 44, 170
차차, 96, 149
타사, 81, 159
가카, 67, 140
바마, 77, 143
카사, 80, 193
자차, 63, 176
카라, 58, 186
파하, 90, 197
아파, 53, 185
차차, 52, 155
나나, 54, 158
마가, 72, 181
라나, 60, 146
사사, 50, 142
파아, 44, 172
가아, 62, 191
자다, 96, 199
사라, 65, 179
마다, 90, 189
카하, 49, 199
다타, 45, 151
차바, 60, 169
파나, 40, 192
파사, 66, 161
사하, 67, 170
마사, 66, 147
카다, 64, 193
가가, 49, 188
하바, 53, 169
하아, 68, 190
나라, 52, 184
하마, 40, 156
타타, 90, 142
바파, 80, 166
자차, 68, 180
파아, 67, 166
하파, 43, 180
하타, 76, 199
다카, 96, 167
아아, 45, 166
마타, 89, 191
나사, 57, 165
마차, 81, 144
파사, 42, 164
자가, 56, 174
파타, 87, 170
타사, 92, 185
사마, 94, 141
나타, 99, 196
라가, 88, 173
나마, 43, 183
아바, 70, 148
타자, 84, 184
카마, 78, 163
마아, 59, 140
다아, 68, 157
다바, 82, 142
마사, 77, 187
나바, 64, 146
하라, 62, 165
사자, 56, 195
카바, 96, 184
마바, 89, 147
하파, 98, 159
나카, 96, 197
다바, 46, 161
파타, 43, 184
가타, 75, 190
카마, 76, 193
타타, 95, 151
사하, 87, 183
다사, 66, 189
하파, 41, 199
카마, 43, 187
카사, 52, 145
나마, 61, 188
가가, 50, 144
타파, 57, 180
자사, 53, 144
가마, 64, 170
가카, 81, 166
하다, 84, 163
가라, 52, 170
자하, 98, 151
나차, 46, 155
마파, 45, 153
아라, 95, 181
파파, 40, 183
파파, 51, 182
카다, 43, 186
카자, 84, 159
타하, 74, 185
타다, 96, 186
라아, 42, 176
나다, 71, 159
라바, 60, 173
라자, 81, 171
타가, 57, 155
가다, 57, 168
카사, 46, 158
사자, 69, 185
차나, 83, 187
하하, 50, 198
다라, 91, 191
차파, 70, 158
자마, 86, 156
자타, 56, 168
카타, 79, 193
자가, 81, 168
마하, 73, 166
라타, 52, 170
가바, 79, 193
다파, 91, 149
아자, 56, 149
파바, 69, 160
차하, 64, 142
사아, 43, 149
마아, 67, 160
라사, 98, 171
가가, 84, 167
사타, 77, 181
자가, 75, 152
다다, 83, 150
나카, 61, 151
가카, 81, 174
아카, 82, 191
바하, 95, 147
차나, 75, 162
차바, 67, 162
사하, 94, 195
바파, 73, 184
라사, 51, 167
차차, 57, 189
다마, 90, 152
차파, 73, 173
차나, 77, 197
바라, 51, 192
아파, 56, 145
다하, 58, 176
자카, 56, 193
카나, 71, 151
나아, 40, 158
가자, 54, 153
마아, 80, 181
카사, 59, 173
나차, 68, 174
타라, 88, 198
나카, 73, 163
파가, 71, 165
라타, 65, 152
라파, 60, 173
하타, 93, 152
파타, 55, 180
아다, 95, 153
하바, 88, 183
파사, 65, 172
사마, 64, 197
라파, 88, 163
아차, 53, 155
나마, 41, 168
가아, 67, 165
타자, 67, 197
타마, 47, 159
아차, 95, 182
자자, 96, 144
차사, 76, 162
차하, 64, 196
마아, 84, 158
가라, 62, 183
자파, 76, 184
사가, 91, 163
하마, 76, 148
타카, 99, 181
자자, 60, 180
카바, 65, 140
타자, 46, 162
가카, 94, 194
라차, 65, 175
파다, 92, 172
나사, 91, 184
카라, 92, 175
다라, 43, 152
카라, 67, 198
타차, 49, 152
라가, 51, 174
가나, 96, 140
마하, 44, 179
가카, 42, 184
카파, 76, 144
자차, 63, 161
카바, 80, 184
타파, 67, 194
타나, 72, 147
카파, 97, 150
타카, 77, 152
타가, 81, 189
라아, 51, 193
아바, 43, 189
나차, 56, 154
라마, 83, 158
하바, 98, 158
타차, 53, 151
자타, 72, 171
하가, 40, 189
마마, 84, 146
마차, 48, 193
나바, 99, 195
자타, 93, 158
타자, 49, 141
하타, 67, 180
나파, 44, 156
차카, 70, 186
차사, 77, 191
가카, 93, 153
바바, 86, 195
다아, 76, 195
하바, 71, 144
아다, 58, 195
라바, 58, 152
차자, 48, 161
하나, 92, 182
차아, 81, 163
사카, 71, 177
타라, 52, 154
아파, 89, 148
파아, 60, 159
하가, 68, 195
카하, 88, 182
다타, 97, 156
다다, 58, 165
라자, 67, 149
자자, 59, 172
라아, 57, 164
나사, 96, 191
가다, 49, 166
가다, 99, 144
가차, 86, 197
자차, 66, 149
마타, 52, 183
차라, 66, 166
바바, 94, 196
마다, 67, 146
사자, 66, 167
바가, 82, 190
파아, 79, 164
바사, 62, 152
나마, 45, 160
자아, 74, 152
아하, 78, 175
다하, 73, 171
마파, 71, 159
가하, 62, 177
가가, 58, 167
라자, 74, 171
나바, 92, 146
차차, 83, 171
마나, 90, 167
라자, 53, 186
가가, 56, 189
라바, 51, 177
가마, 95, 195
사사, 53, 153
카아, 90, 146
자가, 58, 140
다카, 65, 187
다자, 56, 151
자마, 91, 169
사타, 71, 155
바카, 57, 191
가가, 98, 170
자파, 60, 144
사타, 81, 191
나하, 87, 186
자다, 95, 166
카타, 96, 192
자라, 42, 141
아바, 57, 193
하다, 40, 160
마마, 84, 175
차다, 83, 165
다자, 86, 170
다바, 44, 149
차파, 66, 184
나카, 91, 179
차나, 57, 192
하자, 61, 164
아하, 68, 191
자자, 66, 160
사카, 72, 192
하마, 85, 159
사차, 52, 146
파바, 98, 161
마마, 58, 195
차차, 44, 153
나마, 53, 143
사나, 66, 198
카다, 58, 169
파파, 57, 149
사다, 75, 140
타사, 98, 186
나차, 40, 155
사파, 61, 154
라마, 67, 166
아하, 92, 143
바하, 63, 194
다파, 68, 155
나다, 41, 183
바라, 44, 152
가차, 50, 193
하타, 71, 188
가차, 49, 143
가라, 91, 174
라라, 58, 140
바카, 82, 188
사다, 79, 162
가카, 98, 173
나사, 71, 192
다하, 71, 189
카카, 78, 174
사카, 99, 194
다아, 54, 176
하사, 68, 140
마바, 95, 163
가사, 89, 148
다차, 76, 167
카나, 43, 145
라차, 92, 182
바하, 81, 165
파라, 75, 144
나타, 48, 189
나가, 74, 179
하카, 98, 193
카다, 52, 155
다카, 54, 149
하다, 81, 149
파바, 97, 140
사다, 54, 151
나카, 75, 197
하파, 94, 190
아라, 44, 153
차사, 63, 145
타나, 86, 198
자마, 77, 147
다사, 57, 142
타사, 49, 153
아아, 99, 170
카다, 97, 199
타하, 85, 175
다가, 62, 199
차아, 91, 190
라사, 56, 160
파타, 94, 159
마바, 46, 160
다파, 93, 155
아타, 54, 150
사사, 48, 163
나차, 81, 197
마하, 93, 179
가나, 67, 146
차가, 74, 160
아다, 63, 147
라자, 51, 166
라사, 62, 177
차하, 40, 162
하타, 48, 193
자아, 82, 164
라타, 42, 168
라바, 93, 187
마다, 51, 179
차나, 84, 193
카나, 68, 166
가다, 51, 149
카라, 90, 143
타아, 47, 166
차타, 40, 183
자아, 76, 147
자나, 57, 180
카아, 81, 143
자바, 68, 175
타마, 71, 185
다라, 68, 179
카라, 56, 182
나바, 54, 157
사카, 95, 154
바차, 75, 195
아라, 84, 153
라마, 41, 184
다다, 89, 172
카나, 59, 152
아나, 63, 187
바자, 62, 161
차카, 72, 194
바다, 96, 180
다라, 55, 160
다가, 96, 140
나마, 55, 188
가바, 46, 182
자마, 87, 167
라차, 98, 144
라다, 62, 140
자사, 72, 154
다바, 85, 147
마나, 48, 189
사타, 79, 154
하타, 58, 196
마바, 90, 196
사라, 53, 156
하하, 41, 163
가차, 67, 151
가바, 96, 173
하라, 72, 154
라마, 67, 195
라바, 44, 155
아자, 92, 185
카아, 43, 198
마사, 93, 199
가사, 45, 140
가차, 52, 156
가하, 77, 145
사마, 67, 164
파하, 64, 140
바차, 78, 165
다다, 76, 175
자마, 70, 181
차차, 99, 193
하바, 99, 142
카다, 63, 158
가라, 98, 148
파사, 69, 174
카파, 74, 194
바바, 50, 185
바나, 66, 191
다차, 52, 155
아다, 74, 187
다바, 44, 162
마파, 68, 153
나사, 77, 192
차아, 49, 145
파차, 42, 141
자라, 94, 165
하사, 78, 171
하나, 75, 156
가파, 50, 190
파다, 46, 143
다라, 66, 160
가라, 95, 143
파아, 74, 175
바라, 66, 196
자하, 65, 187
다라, 66, 188
파바, 63, 141
라차, 47, 146
차카, 67, 163
가하, 79, 160
다타, 65, 155
바라, 71, 197
자사, 99, 190
타카, 73, 178
하차, 90, 158
가가, 93, 149
카차, 92, 151
라차, 71, 179
카파, 54, 193
사다, 46, 194
하바, 49, 189
다마, 64, 191
카타, 76, 199
카자, 93, 159
마다, 40, 193
파하, 96, 144
